dataset,window,lam1,lam2,truth_buf,stratified_point,stratified_ucb,ipw_point,ipw_ucb,naive_point,naive_ucb
gas,1,0.7,0.18,0.188,0.17416666666666666,0.24905920240449375,0.44364508393285373,0.6800258302574249,0.18465227817745802,0.22173177595618815
gas,1,0.7,0.5,0.002,0.0,0.03185506316404525,0.0,0.05507469177246094,0.0,0.005507469177246094
gas,2,0.02,0.05,0.44866666666666666,0.44383333333333336,0.5245849053584923,1.0784313725490196,1.0,0.7401960784313726,0.7716834685381722
gas,2,0.02,0.18,0.44866666666666666,0.44383333333333336,0.5245849053584923,1.0784313725490196,1.0,0.7401960784313726,0.7716834685381722
gas,2,0.02,0.5,0.44866666666666666,0.44383333333333336,0.5245849053584923,1.0784313725490196,1.0,0.7401960784313726,0.7716834685381722
gas,2,0.08,0.05,0.39466666666666667,0.39649999999999996,0.47588668967551156,0.9624183006535947,1.0,0.6241830065359477,0.6594545576307509
gas,2,0.08,0.18,0.3353333333333333,0.33716666666666667,0.41289000656095,0.8169934640522876,1.0,0.47875816993464054,0.5157291094462078
gas,2,0.08,0.5,0.32666666666666666,0.33116666666666666,0.40642310027424844,0.8022875816993464,1.0,0.46405228758169936,0.5010225881938062
gas,2,0.18,0.05,0.37866666666666665,0.38166666666666665,0.4604500706382344,0.9264705882352942,1.0,0.6029411764705882,0.6386575979344984
gas,2,0.18,0.18,0.22,0.223,0.2913698455843668,0.5375816993464053,0.7301191566816345,0.21405228758169934,0.2456857955533695
gas,2,0.18,0.5,0.186,0.18433333333333332,0.24919184086417773,0.4444444444444444,0.636717266506619,0.17973856209150327,0.20963115006490474
gas,2,0.35,0.05,0.358,0.35716666666666663,0.4348563304077462,0.8676470588235293,1.0,0.5882352941176471,0.6242189968333525
gas,2,0.35,0.18,0.19266666666666668,0.1925,0.2583625936406025,0.46405228758169925,0.6554849537369469,0.184640522875817,0.21480313781040167
gas,2,0.35,0.5,0.004666666666666667,0.0,0.023646525328905238,0.0,0.037555694580078125,0.0,0.0037555694580078125
gas,2,0.7,0.05,0.36466666666666664,0.35716666666666663,0.4348563304077462,0.8676470588235293,1.0,0.5882352941176471,0.6242189968333525
gas,2,0.7,0.18,0.19066666666666668,0.1925,0.2583625936406025,0.46405228758169925,0.6554849537369469,0.184640522875817,0.21480313781040167
gas,2,0.7,0.5,0.0013333333333333333,0.0,0.023646525328905238,0.0,0.037555694580078125,0.0,0.0037555694580078125
gas,3,0.02,0.05,0.4645,0.4480677966101695,0.5193484027390506,1.0678175092478421,1.0,0.7570900123304563,0.783816745631057
gas,3,0.02,0.18,0.4645,0.4480677966101695,0.5193484027390506,1.0678175092478421,1.0,0.7570900123304563,0.783816745631057
gas,3,0.02,0.5,0.4645,0.4480677966101695,0.5193484027390506,1.0678175092478421,1.0,0.7570900123304563,0.783816745631057
gas,3,0.08,0.05,0.4075,0.39806779661016944,0.46818108794452323,0.9445129469790381,1.0,0.6337854500616523,0.6642148527058366
gas,3,0.08,0.18,0.354,0.34456779661016945,0.411925583314129,0.812577065351418,1.0,0.5018495684340321,0.5338324512712169
gas,3,0.08,0.5,0.3455,0.3390677966101695,0.4060734424122573,0.7990135635018497,0.9916367536702372,0.4882860665844636,0.5203023480134299
gas,3,0.18,0.05,0.3905,0.38402966101694913,0.4536035555308122,0.9112207151664612,1.0,0.6115906288532675,0.6424410992868144
gas,3,0.18,0.18,0.2285,0.22202966101694915,0.2822320705797069,0.5117139334155363,0.6778668004987273,0.2120838471023428,0.23925953640449796
gas,3,0.18,0.5,0.1915,0.18333898305084745,0.2402382124214888,0.42293464858199753,0.5804127529722842,0.17879161528976573,0.20447004061885884
gas,3,0.35,0.05,0.3705,0.36341525423728815,0.43210493538433414,0.8643649815043155,1.0,0.5980271270036991,0.6291023423727578
gas,3,0.35,0.18,0.203,0.19641525423728814,0.25479189150225046,0.4525277435265105,0.6083810937977896,0.18618988902589395,0.21222526841922104
gas,3,0.35,0.5,0.005,0.0,0.019027555841920788,0.0,0.028352737426757812,0.0,0.0028352737426757812
gas,3,0.7,0.05,0.377,0.36341525423728815,0.43210493538433414,0.8643649815043155,1.0,0.5980271270036991,0.6291023423727578
gas,3,0.7,0.18,0.201,0.19641525423728814,0.25479189150225046,0.4525277435265105,0.6083810937977896,0.18618988902589395,0.21222526841922104
gas,3,0.7,0.5,0.002,0.0,0.019027555841920788,0.0,0.028352737426757812,0.0,0.0028352737426757812
gas,4,0.02,0.05,0.448,0.44017021276595747,0.5033834461261308,1.0047438330170777,1.0,0.7229601518026565,0.7475429151270829
gas,4,0.02,0.18,0.448,0.44017021276595747,0.5033834461261308,1.0047438330170777,1.0,0.7229601518026565,0.7475429151270829
gas,4,0.02,0.5,0.448,0.44017021276595747,0.5033834461261308,1.0047438330170777,1.0,0.7229601518026565,0.7475429151270829
gas,4,0.08,0.05,0.3812,0.376068085106383,0.43731036456877453,0.8538899430740038,1.0,0.5806451612903226,0.6080946153210056
gas,4,0.08,0.18,0.328,0.322868085106383,0.38133388250500655,0.7277039848197343,0.8891814528651661,0.45445920303605314,0.4824558779229703
gas,4,0.08,0.5,0.3208,0.31846808510638297,0.3766623327893861,0.7172675521821631,0.8788559495611027,0.444022770398482,0.4719861064961559
gas,4,0.18,0.05,0.3636,0.35666382978723404,0.41708959983349225,0.810246679316888,0.9817675440315957,0.5540796963946869,0.5817915176304741
gas,4,0.18,0.18,0.2096,0.20266382978723407,0.254925330053674,0.4449715370018975,0.5758162766299166,0.1888045540796964,0.2115805904598345
gas,4,0.18,0.5,0.1756,0.16445106382978725,0.21336833108227113,0.3614800759013282,0.4904807288008803,0.15654648956356737,0.17786416699809415
gas,4,0.35,0.05,0.3456,0.3391574468085106,0.3987518816965836,0.7722960151802657,0.9406795067398099,0.5417457305502846,0.5695527780666747
gas,4,0.35,0.18,0.1864,0.18075744680851066,0.23148760093017834,0.39658444022770395,0.5225966650801772,0.16603415559772297,0.18780874979790066
gas,4,0.35,0.5,0.0044,0.0,0.015458264501350339,0.0,0.021829605102539062,0.0,0.0021829605102539062
gas,4,0.7,0.05,0.3512,0.3391574468085106,0.3987518816965836,0.7722960151802657,0.9406795067398099,0.5417457305502846,0.5695527780666747
gas,4,0.7,0.18,0.1848,0.18075744680851066,0.23148760093017834,0.39658444022770395,0.5225966650801772,0.16603415559772297,0.18780874979790066
gas,4,0.7,0.5,0.002,0.0,0.015458264501350339,0.0,0.021829605102539062,0.0,0.0021829605102539062
gas,5,0.02,0.05,0.42866666666666664,0.4180377358490566,0.47327146891868666,0.8731182795698923,1.0,0.6602150537634408,0.6829577702347949
gas,5,0.02,0.18,0.42866666666666664,0.4180377358490566,0.47327146891868666,0.8731182795698923,1.0,0.6602150537634408,0.6829577702347949
gas,5,0.02,0.5,0.42866666666666664,0.4180377358490566,0.47327146891868666,0.8731182795698923,1.0,0.6602150537634408,0.6829577702347949
gas,5,0.08,0.05,0.3463333333333333,0.3383396226415094,0.39068183785253896,0.7025089605734766,0.8364505152548513,0.4960573476702509,0.5203563403057796
gas,5,0.08,0.18,0.2946666666666667,0.28667295597484277,0.3363086650693473,0.5913978494623656,0.7200669729581441,0.3849462365591398,0.4088046043149886
gas,5,0.08,0.5,0.286,0.28067295597484276,0.32995082229903694,0.578494623655914,0.7044739774478381,0.3720430107526882,0.3957700995988743
gas,5,0.18,0.05,0.328,0.3189433962264151,0.37036661289669015,0.6623655913978493,0.7977581557407171,0.46881720430107526,0.4931196520405431
gas,5,0.18,0.18,0.18433333333333332,0.17527672955974843,0.2198663146725224,0.3534050179211469,0.45984566117700276,0.15985663082437276,0.1783809101282482
gas,5,0.18,0.5,0.15266666666666667,0.1407547169811321,0.18230735933377074,0.28387096774193554,0.379273937594506,0.12903225806451613,0.14612059439382247
gas,5,0.35,0.05,0.31133333333333335,0.3099119496855346,0.36087798233249146,0.6437275985663082,0.7744917702076684,0.45663082437275987,0.48091147364681336
gas,5,0.35,0.18,0.159,0.15251572327044027,0.19568602291284,0.3068100358422939,0.4035592711527287,0.13261648745519714,0.14988514343042955
gas,5,0.35,0.5,0.0036666666666666666,0.0,0.012741523077494701,0.0,0.016498565673828125,0.0,0.0016498565673828125
gas,5,0.7,0.05,0.31733333333333336,0.3136100628930818,0.3647686794222579,0.6508960573476702,0.7822554899372933,0.45734767025089607,0.4816299253894436
gas,5,0.7,0.18,0.15766666666666668,0.15251572327044027,0.19568602291284,0.3068100358422939,0.4035592711527287,0.13261648745519714,0.14988514343042955
gas,5,0.7,0.5,0.0016666666666666668,0.0,0.012741523077494701,0.0,0.016498565673828125,0.0,0.0016498565673828125
gas,6,0.02,0.05,0.413,0.4047762863534675,0.4576091582881241,0.7757496740547587,0.9082666369740312,0.605606258148631,0.6280705913260209
gas,6,0.02,0.18,0.413,0.4047762863534675,0.4576091582881241,0.7757496740547587,0.9082666369740312,0.605606258148631,0.6280705913260209
gas,6,0.02,0.5,0.413,0.4047762863534675,0.4576091582881241,0.7757496740547587,0.9082666369740312,0.605606258148631,0.6280705913260209
gas,6,0.08,0.05,0.314,0.30555033557046984,0.35437899734292877,0.5827900912646675,0.7047603898129223,0.424380704041721,0.44739392590180843
gas,6,0.08,0.18,0.26166666666666666,0.2532170022371365,0.2991679591034508,0.48044328552803117,0.5912107563391813,0.3220338983050847,0.3439839249950344
gas,6,0.08,0.5,0.25333333333333335,0.2475503355704698,0.2931518841571175,0.469361147327249,0.5769400366592905,0.3109517601043025,0.33272042641272914
gas,6,0.18,0.05,0.29233333333333333,0.282324384787472,0.32992873032929165,0.5384615384615384,0.6552130625798149,0.3917861799217731,0.41457470890129705
gas,6,0.18,0.18,0.15733333333333333,0.14732438478747203,0.18909840276155696,0.27444589308996087,0.3671589046910968,0.12777053455019557,0.1439586388241048
gas,6,0.18,0.5,0.12933333333333333,0.11659284116331096,0.15539263631924027,0.21707953063885269,0.3005245462390248,0.09973924380704041,0.11441710968216517
gas,6,0.35,0.05,0.27666666666666667,0.2733780760626398,0.32047219293344287,0.5215123859191656,0.633917203005476,0.38070404172099087,0.4033921961678675
gas,6,0.35,0.18,0.13166666666666665,0.1244854586129754,0.1645045959525331,0.23142112125162972,0.3154238790390233,0.10234680573663625,0.11717734156562576
gas,6,0.35,0.5,0.0036666666666666666,0.0036129753914988815,0.019043963702261166,0.006518904823989569,0.031841513075449315,0.000651890482398957,0.0031841513075449314
gas,6,0.7,0.05,0.2826666666666667,0.2733780760626398,0.32047219293344287,0.5215123859191656,0.633917203005476,0.38070404172099087,0.4033921961678675
gas,6,0.7,0.18,0.131,0.1208724832214765,0.16029558984352463,0.22490221642764016,0.3079821948433171,0.1016949152542373,0.11648738990395759
gas,6,0.7,0.5,0.0016666666666666668,0.0,0.0125116164592923,0.0,0.015001296997070312,0.0,0.0015001296997070312
gas,7,0.02,0.05,0.391,0.38154636591478697,0.4324524798227272,0.6790048543689321,0.8003067912407292,0.5588592233009708,0.5809436920777107
gas,7,0.02,0.18,0.391,0.38154636591478697,0.4324524798227272,0.6790048543689321,0.8003067912407292,0.5588592233009708,0.5809436920777107
gas,7,0.02,0.5,0.391,0.38154636591478697,0.4324524798227272,0.6790048543689321,0.8003067912407292,0.5588592233009708,0.5809436920777107
gas,7,0.08,0.05,0.279,0.26810275689223056,0.31406975681145877,0.4739077669902912,0.5836883632882127,0.36468446601941745,0.386395717130124
gas,7,0.08,0.18,0.23133333333333334,0.2204360902255639,0.26370705003506256,0.387135922330097,0.4838626535193434,0.2779126213592233,0.29828798886641716
gas,7,0.08,0.5,0.22,0.21210275689223057,0.2548498134651988,0.3719660194174757,0.47047060901678883,0.26274271844660196,0.28341606577623235
gas,7,0.18,0.05,0.251,0.23460401002506265,0.27845534771953584,0.4150485436893203,0.5172623338051212,0.32220873786407767,0.34336838386591195
gas,7,0.18,0.18,0.129,0.11260401002506265,0.15068447330333218,0.19296116504854371,0.2658936838501866,0.10012135922330097,0.1142703566736388
gas,7,0.18,0.5,0.102,0.08643859649122806,0.12198038496145677,0.1474514563106796,0.216635106258022,0.07099514563106796,0.08328529469017844
gas,7,0.35,0.05,0.24066666666666667,0.24515789473684213,0.2899383712554727,0.4314320388349514,0.5372398634558742,0.316747572815534,0.3378222810411917
gas,7,0.35,0.18,0.106,0.10399248120300753,0.14254415046488733,0.17657766990291263,0.2518991683293315,0.07827669902912622,0.09107352807683852
gas,7,0.35,0.5,0.0036666666666666666,0.003721804511278195,0.019628984027287296,0.006067961165048543,0.029638016108170292,0.0006067961165048543,0.002963801610817029
gas,7,0.7,0.05,0.24533333333333332,0.24515789473684213,0.2899383712554727,0.4314320388349514,0.5372398634558742,0.316747572815534,0.3378222810411917
gas,7,0.7,0.18,0.105,0.10027067669172932,0.13812974318289806,0.17050970873786409,0.24488407547034108,0.07766990291262135,0.09042589872786141
gas,7,0.7,0.5,0.0016666666666666668,0.0,0.012890168821514142,0.0,0.013971328735351562,0.0,0.0013971328735351562
gas,8,0.02,0.05,0.37166666666666665,0.3565803357314149,0.4020734145827961,0.5998883928571428,0.7123767584562302,0.5145089285714286,0.5358800994498389
gas,8,0.02,0.18,0.37166666666666665,0.3565803357314149,0.4020734145827961,0.5998883928571428,0.7123767584562302,0.5145089285714286,0.5358800994498389
gas,8,0.02,0.5,0.37166666666666665,0.3565803357314149,0.4020734145827961,0.5998883928571428,0.7123767584562302,0.5145089285714286,0.5358800994498389
gas,8,0.08,0.05,0.24033333333333334,0.22255635491606715,0.26174743173192794,0.37499999999999994,0.46975600719451893,0.3046875,0.3246839940547943
gas,8,0.08,0.18,0.19633333333333333,0.17855635491606714,0.21519027010807257,0.3013392857142857,0.3833071461745671,0.23102678571428573,0.24949033877679277
gas,8,0.08,0.5,0.185,0.16988968824940048,0.20596715937651489,0.2868303571428571,0.3708568481462342,0.21651785714285715,0.23459604169641227
gas,8,0.18,0.05,0.213,0.19019904076738609,0.22691350452486653,0.3203125,0.408120334148407,0.2650669642857143,0.28432172536849976
gas,8,0.18,0.18,0.101,0.0781990407673861,0.10811669084408979,0.1328125,0.19273591041564941,0.07756696428571429,0.08975433771099361
gas,8,0.18,0.5,0.076,0.0564052757793765,0.08410820796810065,0.09598214285714284,0.15298396987574436,0.05078125,0.06098879873752594
gas,8,0.35,0.05,0.203,0.19588968824940048,0.2335813851234539,0.33035714285714285,0.42048994132450646,0.26004464285714285,0.2791917611445699
gas,8,0.35,0.18,0.07766666666666666,0.06553237410071942,0.095069943631894,0.11160714285714285,0.166340640613011,0.056361607142857144,0.06702660290258272
gas,8,0.35,0.5,0.004333333333333333,0.0032302158273381293,0.0172479562190614,0.005580357142857142,0.02726434064762933,0.0005580357142857143,0.002726434064762933
gas,8,0.7,0.05,0.20666666666666667,0.1991199040767386,0.23715773631692297,0.33593749999999994,0.426663428544998,0.26060267857142855,0.27976215258240694
gas,8,0.7,0.18,0.07666666666666666,0.06553237410071942,0.095069943631894,0.11160714285714285,0.166340640613011,0.056361607142857144,0.06702660290258272
gas,8,0.7,0.5,0.0023333333333333335,0.0,0.011370014682181058,0.0,0.012845993041992188,0.0,0.0012845993041992188
gas,9,0.02,0.05,0.342,0.34411031175059953,0.38609856755390026,0.5468262226847034,0.653242222352281,0.47658688865764826,0.4972503495390035
gas,9,0.02,0.18,0.342,0.34411031175059953,0.38609856755390026,0.5468262226847034,0.653242222352281,0.47658688865764826,0.4972503495390035
gas,9,0.02,0.5,0.342,0.34411031175059953,0.38609856755390026,0.5468262226847034,0.653242222352281,0.47658688865764826,0.4972503495390035
gas,9,0.08,0.05,0.19533333333333333,0.19502158273381295,0.22990277690994268,0.31217481789802287,0.3921663401402246,0.2559833506763788,0.2743656513718239
gas,9,0.08,0.18,0.151,0.15068824940047965,0.1828957264411522,0.2429760665972945,0.3167462899707235,0.18678459937565037,0.20335561899191135
gas,9,0.08,0.5,0.13866666666666666,0.14102158273381293,0.17257937979335877,0.22788761706555669,0.2991811234298531,0.1716961498439126,0.1877728481074402
gas,9,0.18,0.05,0.166,0.1599328537170264,0.1920418693553464,0.25546305931321545,0.3342407918249282,0.2133194588969823,0.23066718967846606
gas,9,0.18,0.18,0.06733333333333333,0.061266187050359716,0.08733973671638678,0.10145681581685745,0.1551231385269721,0.05931321540062435,0.06980310890602642
gas,9,0.18,0.5,0.047,0.04234772182254197,0.06678463011656058,0.07127991675338188,0.1173928039503147,0.033818938605619145,0.042092387311540455
gas,9,0.35,0.05,0.156,0.16143645083932853,0.19413927145431942,0.25910509885535904,0.334239717576804,0.20759625390218522,0.22478605036184762
gas,9,0.35,0.18,0.042333333333333334,0.04176258992805755,0.06542516681636915,0.06971904266389178,0.11739230081516548,0.03694068678459938,0.045528146900569985
gas,9,0.35,0.5,0.0036666666666666666,0.005836930455635491,0.020455159175351685,0.01040582726326743,0.03488022628609521,0.001040582726326743,0.0034880226286095216
gas,9,0.7,0.05,0.15933333333333333,0.16143645083932853,0.19413927145431942,0.25910509885535904,0.334239717576804,0.20759625390218522,0.22478605036184762
gas,9,0.7,0.18,0.04133333333333333,0.03884412470023981,0.06152181034971445,0.06451612903225806,0.11097311204479585,0.036420395421436005,0.04495643949161335
gas,9,0.7,0.5,0.0016666666666666668,0.0,0.010412611872002082,0.0,0.0119781494140625,0.0,0.00119781494140625
gas,10,0.02,0.05,0.329,0.3242675438596491,0.36160157432350326,0.49528535980148874,0.5911051558501665,0.45062034739454093,0.47075180545929945
gas,10,0.02,0.18,0.329,0.3242675438596491,0.36160157432350326,0.49528535980148874,0.5911051558501665,0.45062034739454093,0.47075180545929945
gas,10,0.02,0.5,0.329,0.3242675438596491,0.36160157432350326,0.49528535980148874,0.5911051558501665,0.45062034739454093,0.47075180545929945
gas,10,0.08,0.05,0.17866666666666667,0.1746140350877193,0.2048354619715803,0.26997518610421833,0.34657559927284864,0.23424317617866006,0.25169766097151614
gas,10,0.08,0.18,0.137,0.13294736842105265,0.16066588051114428,0.20794044665012407,0.2742059863826477,0.17220843672456576,0.18791125844193451
gas,10,0.08,0.5,0.123,0.1216140350877193,0.1485736428216558,0.19106699751861042,0.2573251156298162,0.15533498759305212,0.1704484414226068
gas,10,0.18,0.05,0.14666666666666667,0.14062719298245616,0.1681751007766514,0.21687344913151366,0.2854203458459442,0.1900744416873449,0.20634361248158348
gas,10,0.18,0.18,0.05433333333333333,0.048293859649122806,0.06905527954353456,0.0794044665012407,0.12410777259997043,0.05260545905707196,0.06232447139086854
gas,10,0.18,0.5,0.034666666666666665,0.031960526315789474,0.05183476685888916,0.055086848635235726,0.09835380667788216,0.028287841191066997,0.03576165192180473
gas,10,0.35,0.05,0.139,0.1472675438596491,0.17638922971157817,0.23176178660049626,0.3021792982115639,0.1870967741935484,0.2032753605996409
gas,10,0.35,0.18,0.027666666666666666,0.026973684210526316,0.04490397734965705,0.04516129032258065,0.08514864521641884,0.02729528535980149,0.03465706420595534
gas,10,0.35,0.5,0.004666666666666667,0.004986842105263158,0.017694921000809397,0.009925558312655087,0.03327691525442725,0.0009925558312655087,0.0033276915254427247
gas,10,0.7,0.05,0.14233333333333334,0.1472675438596491,0.17638922971157817,0.23176178660049626,0.3021792982115639,0.1870967741935484,0.2032753605996409
gas,10,0.7,0.18,0.026,0.024480263157894738,0.04128214251491799,0.040198511166253094,0.07841060203003232,0.026799007444168736,0.034104214708503354
gas,10,0.7,0.5,0.0013333333333333333,0.0,0.009074546451039785,0.0,0.011425018310546875,0.0,0.0011425018310546875
gas,11,0.02,0.05,0.338,0.3308039215686275,0.36961885684155454,0.5158850226928895,0.6169330464188522,0.4568835098335855,0.4771946461225963
gas,11,0.02,0.18,0.338,0.3308039215686275,0.36961885684155454,0.5158850226928895,0.6169330464188522,0.4568835098335855,0.4771946461225963
gas,11,0.02,0.5,0.338,0.3308039215686275,0.36961885684155454,0.5158850226928895,0.6169330464188522,0.4568835098335855,0.4771946461225963
gas,11,0.08,0.05,0.19066666666666668,0.18270588235294116,0.21458007417020508,0.28946041351487645,0.36896345606970776,0.2395360564800807,0.2572600729707149
gas,11,0.08,0.18,0.14666666666666667,0.13870588235294118,0.16790252479167517,0.22289460413514878,0.29568843293298214,0.172970247100353,0.18882976922493538
gas,11,0.08,0.5,0.13066666666666665,0.12415686274509805,0.1521678773330417,0.1996974281391831,0.26718703773486996,0.15431164901664146,0.16951438626795784
gas,11,0.18,0.05,0.158,0.14727450980392157,0.1765900983596805,0.2334846192637418,0.3070378685863223,0.19263741805345436,0.20911997229056234
gas,11,0.18,0.18,0.06533333333333333,0.054607843137254905,0.07806080597802176,0.09329299041855772,0.1443393027247411,0.052445789208270296,0.06223782853411715
gas,11,0.18,0.5,0.043666666666666666,0.03572549019607843,0.05747475551576846,0.06354009077155824,0.10756626792826918,0.02723146747352496,0.034653102395754545
gas,11,0.35,0.05,0.14933333333333335,0.14937254901960784,0.17926236924704902,0.2390317700453858,0.3126921834094441,0.18910741301059,0.20548262141656226
gas,11,0.35,0.18,0.03933333333333333,0.034509803921568626,0.055541515182147,0.060514372163388806,0.10130264755456783,0.028744326777609682,0.03633596677102047
gas,11,0.35,0.5,0.014,0.01019607843137255,0.025608998716048114,0.020171457387796268,0.04856217827270323,0.002017145738779627,0.004856217827270324
gas,11,0.7,0.05,0.14666666666666667,0.14427450980392156,0.17340067401517656,0.22894604135148766,0.30136867105750437,0.1880988401412002,0.204443312629088
gas,11,0.7,0.18,0.03233333333333333,0.029411764705882353,0.048620547237602646,0.050428643469490664,0.08862995103459975,0.02773575390821987,0.035214738177339416
gas,11,0.7,0.5,0.005333333333333333,0.0025490196078431374,0.013918651540174132,0.005042864346949067,0.02464052047383226,0.0005042864346949068,0.0024640520473832262
gas,12,0.02,0.05,0.386,0.3656050228310502,0.4070119443734898,0.5733130390664637,0.6753224470118225,0.495687468290208,0.5160864777277108
gas,12,0.02,0.18,0.386,0.3656050228310502,0.4070119443734898,0.5733130390664637,0.6753224470118225,0.495687468290208,0.5160864777277108
gas,12,0.02,0.5,0.386,0.3656050228310502,0.4070119443734898,0.5733130390664637,0.6753224470118225,0.495687468290208,0.5160864777277108
gas,12,0.08,0.05,0.22433333333333333,0.20257305936073056,0.2368930516492795,0.32318619989852865,0.4049048222968083,0.25469304921359714,0.2728108338811325
gas,12,0.08,0.18,0.18133333333333335,0.1595730593607306,0.19135565221440268,0.2577371892440385,0.33163737234641055,0.18924403855910704,0.20567525092385736
gas,12,0.08,0.5,0.15366666666666667,0.13455707762557076,0.16455836281605277,0.21867072552004058,0.29176652038357453,0.15474378488077117,0.17001130265187997
gas,12,0.18,0.05,0.192,0.1695570776255708,0.20185492029516744,0.2719431760527651,0.3486301474375268,0.20801623541349568,0.2249945021715943
gas,12,0.18,0.18,0.105,0.08255707762557077,0.1108536090965247,0.13952308472856417,0.1989825760150911,0.07559614408929477,0.08705316056822954
gas,12,0.18,0.5,0.07233333333333333,0.05420776255707763,0.08078749768064585,0.09538305428716387,0.14520953743062243,0.03602232369355657,0.04440101302256745
gas,12,0.35,0.05,0.17733333333333334,0.1689063926940639,0.20127627728819034,0.2719431760527651,0.3486301474375268,0.20345002536783358,0.2203005650876924
gas,12,0.35,0.18,0.06933333333333333,0.055509132420091326,0.08111921189941282,0.09538305428716387,0.14520953743062243,0.04515474378488077,0.054375594790849135
gas,12,0.35,0.5,0.03333333333333333,0.021461187214611873,0.04144864631162917,0.04058853373921867,0.07614917648679286,0.004058853373921867,0.007614917648679286
gas,12,0.7,0.05,0.163,0.15817579908675797,0.1892978487055667,0.25164890918315574,0.325967145171763,0.20142059868087264,0.2182127789517213
gas,12,0.7,0.18,0.051,0.0420958904109589,0.06363886655386691,0.0700152207001522,0.11447673664063986,0.0426179604261796,0.051615877601472585
gas,12,0.7,0.5,0.014,0.005365296803652968,0.018924739261757396,0.010147133434804667,0.03401243402412371,0.0010147133434804667,0.0034012434024123716
gas,13,0.02,0.05,0.41633333333333333,0.3928014184397163,0.4353937450954522,0.6108597285067873,0.7178174316613384,0.5203619909502263,0.5406201392816744
gas,13,0.02,0.18,0.41633333333333333,0.3928014184397163,0.4353937450954522,0.6108597285067873,0.7178174316613384,0.5203619909502263,0.5406201392816744
gas,13,0.02,0.5,0.41633333333333333,0.3928014184397163,0.4353937450954522,0.6108597285067873,0.7178174316613384,0.5203619909502263,0.5406201392816744
gas,13,0.08,0.05,0.23166666666666666,0.20602127659574468,0.24083237751410463,0.32730015082956254,0.4123510127693279,0.2458521870286576,0.26369222580577456
gas,13,0.08,0.18,0.18633333333333332,0.16068794326241137,0.19277004692532307,0.25892408245349424,0.3342644733181546,0.17747611865258925,0.19345945854052754
gas,13,0.08,0.5,0.158,0.13796453900709219,0.16901199086443802,0.22373051784816494,0.2948026215988167,0.146807440925088,0.1617024442309288
gas,13,0.18,0.05,0.20333333333333334,0.17629787234042552,0.20932702790669477,0.2815485168426345,0.35667685062337484,0.20462543991955756,0.22142987565337385
gas,13,0.18,0.18,0.119,0.0919645390070922,0.122435438495541,0.1543489190548014,0.21464857424606082,0.07742584213172449,0.08894200610299395
gas,13,0.18,0.5,0.08533333333333333,0.06657446808510639,0.0955812977297815,0.11513323278029158,0.16778271254610932,0.042735042735042736,0.05169808151375534
gas,13,0.35,0.05,0.18166666666666667,0.1631276595744681,0.19508943520057126,0.25892408245349424,0.3342644733181546,0.19557566616390146,0.21211944626107654
gas,13,0.35,0.18,0.07566666666666666,0.0536241134751773,0.07944812294660744,0.09100050276520864,0.14390136945061852,0.04122674710910005,0.0500539537049107
gas,13,0.35,0.5,0.03833333333333333,0.02451063829787234,0.04560549062599601,0.04524886877828054,0.08194159598372101,0.004524886877828055,0.008194159598372101
gas,13,0.7,0.05,0.16533333333333333,0.1522340425531915,0.18285308783938076,0.23881347410759174,0.31175874237321377,0.19356460532931122,0.2100489958259195
gas,13,0.7,0.18,0.05633333333333333,0.04000709219858156,0.06170981330697672,0.06586224233283057,0.11272031017857741,0.038712921065862244,0.04730841405071644
gas,13,0.7,0.5,0.017,0.005446808510638298,0.01920344790438197,0.01005530417295123,0.033711226757235584,0.001005530417295123,0.0033711226757235585
gas,14,0.02,0.05,0.44233333333333336,0.4212671755725191,0.46635732357632054,0.6568228105906313,0.765056809194219,0.5468431771894093,0.5671254991271102
gas,14,0.02,0.18,0.44233333333333336,0.4212671755725191,0.46635732357632054,0.6568228105906313,0.765056809194219,0.5468431771894093,0.5671254991271102
gas,14,0.02,0.5,0.44233333333333336,0.4212671755725191,0.46635732357632054,0.6568228105906313,0.765056809194219,0.5468431771894093,0.5671254991271102
gas,14,0.08,0.05,0.258,0.2342977099236641,0.2720131303260622,0.3706720977596742,0.4567649981154929,0.2652749490835031,0.283645597834694
gas,14,0.08,0.18,0.214,0.19029770992366413,0.22650701746064156,0.3034623217922607,0.3838124498573195,0.19806517311608962,0.2147910133641509
gas,14,0.08,0.5,0.18133333333333335,0.16269211195928754,0.19798292319096894,0.26018329938900203,0.338504884490656,0.16395112016293278,0.1795801543412529
gas,14,0.18,0.05,0.224,0.1976615776081425,0.23331440415106802,0.3141547861507128,0.39508138557558387,0.21334012219959267,0.23049534168359948
gas,14,0.18,0.18,0.14633333333333334,0.11999491094147584,0.15544097240569935,0.19551934826883907,0.2639914588384375,0.09470468431771895,0.10730451478977554
gas,14,0.18,0.5,0.10633333333333334,0.08838931297709925,0.12201546130689803,0.14613034623217924,0.20560637947983754,0.054480651731160894,0.0644834041595459
gas,14,0.35,0.05,0.19266666666666668,0.17708651399491093,0.21149563466629753,0.2810590631364562,0.36120554968684365,0.1939918533604888,0.21059741556280256
gas,14,0.35,0.18,0.09366666666666666,0.07154198473282443,0.10213697195189392,0.11761710794297353,0.1759081027658311,0.048879837067209775,0.05843388815761341
gas,14,0.35,0.5,0.048,0.035633587786259545,0.06078735353289751,0.06109979633401222,0.10228376524511518,0.006109979633401222,0.010228376524511518
