dataset,setting,method,model_seed,stream_seed,alpha,delta,epsilon,outage_rate,budget,n_windows,acc,fidelity_risk,violation_rate,cost_scalar,energy_mJ,latency_ms,usd,esc_cloud,n_reselect,final_debt
har,shift,entropy,0,4,0.05,0.1,0.0,0.0,-1.0,13,0.9072307692307692,0.046,0.3846153846153846,0.2401862949260381,0.1661632120615384,16.233462738510774,4.803076923076923e-05,0.2401538461538461,0,0.0
har,shift,learned_router,0,4,0.05,0.1,0.0,0.0,-1.0,13,0.9043076923076924,0.0658461538461538,0.6923076923076923,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,0,4,0.05,0.1,0.0,0.0,-1.0,13,0.905846153846154,0.0561538461538461,0.6153846153846154,0.201729946054799,0.220489209540923,9.485876862030771,9.538461538461542e-06,0.0476923076923077,0,0.0
har,shift,offline_crc,0,4,0.05,0.1,0.0,0.0,-1.0,13,0.9103076923076924,0.0341538461538461,0.3076923076923077,0.2448155931730394,0.2205529296738461,13.92141304753231,2.9476923076923075e-05,0.1473846153846154,0,0.0
har,shift,online_naive,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.9172307692307692,0.008,0.0,0.6956305245533675,0.5849050994806153,41.68252898658461,9.969230769230772e-05,0.4407692307692308,12,0.0
har,shift,online_ipw,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.9158461538461538,0.0053846153846153,0.0,0.7524624520366647,0.638734721220923,44.77726019347693,0.0001055384615384,0.4800000000000001,12,0.0
har,shift,codec,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.9216923076923078,0.014,0.0,0.687330866060258,0.6110220951433846,39.4882587604677,8.590769230769235e-05,0.3670769230769231,12,0.0
har,shift,codec_no_explore,0,4,0.05,0.1,0.0,0.0,-1.0,13,0.917846153846154,0.0052307692307692,0.0,0.6550717729287201,0.525257634432,40.56263067431386,0.0001036,0.518,1,0.0
har,shift,codec_no_aci,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.9152307692307692,0.0084615384615384,0.0,0.7143052214512771,0.5676194209181538,44.492816081723085,0.000114923076923,0.5266153846153846,12,0.0
har,shift,codec_bonferroni,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.913846153846154,0.0156923076923076,0.0769230769230769,0.5620456298990493,0.4895375136886154,32.81045905368616,7.409230769230772e-05,0.3038461538461539,11,0.0
har,shift,codec_rawconf,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.912923076923077,0.0092307692307692,0.0769230769230769,0.9153203450839636,0.6533148083003076,60.80770326803694,0.0001754461538461,0.8632307692307692,12,0.0
har,shift,codec_two_tier,0,4,0.05,0.1,0.1,0.0,-1.0,13,0.9130769230769232,0.0207692307692307,0.1538461538461538,0.5606341482706549,0.3878861922461538,37.877477706043074,0.000112123076923,0.5181538461538462,12,0.0
har,shift,device_only,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.8615384615384616,0.13,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.913076923076923,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.8926153846153847,0.0678461538461538,0.7692307692307693,0.1449595924678923,0.1002743379692307,9.80156390754462,2.8984615384615382e-05,0.1449230769230769,0,0.0
har,shift,entropy,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.8980000000000001,0.0681538461538461,0.8461538461538461,0.13758937880047,0.1517784625624615,6.401257230966156,5.96923076923077e-06,0.0298461538461538,0,0.0
har,shift,learned_router,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.8958461538461537,0.065076923076923,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.8953846153846153,0.069076923076923,0.8461538461538461,0.1221650955768889,0.1209528531396923,6.392867081255388,1.0553846153846152e-05,0.0527692307692307,0,0.0
har,shift,offline_crc,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.9016923076923076,0.0581538461538461,0.7692307692307693,0.1777831554901257,0.1960239887556923,8.273328907421542,7.753846153846153e-06,0.0387692307692307,0,0.0
har,shift,online_naive,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9139999999999998,0.015076923076923,0.0769230769230769,0.6744501324941723,0.5860421574203077,39.44216031566769,8.944615384615387e-05,0.3860000000000001,12,0.0
har,shift,online_ipw,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9124615384615384,0.0064615384615384,0.0,0.7396010135383229,0.6717490458387692,41.75934434697847,8.701538461538465e-05,0.3730769230769231,12,0.0
har,shift,codec,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9106153846153846,0.0153846153846153,0.0769230769230769,0.6822919899192923,0.6026235359704615,39.39979744098462,8.676923076923077e-05,0.3709230769230769,12,0.0
har,shift,codec_no_explore,1,0,0.05,0.1,0.0,0.0,-1.0,13,0.9156923076923076,0.0123076923076923,0.0,0.5610956670224716,0.3882055244307692,37.9086500751754,0.0001122153846153,0.561076923076923,1,0.0
har,shift,codec_no_aci,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9112307692307692,0.0141538461538461,0.0769230769230769,0.7040966423369776,0.6517278272492307,39.12822451968,7.81846153846154e-05,0.3232307692307692,12,0.0
har,shift,codec_bonferroni,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9124615384615384,0.0161538461538461,0.0,0.5159121435755073,0.4272263904295384,31.25282195416616,7.643076923076924e-05,0.3090769230769231,11,0.0
har,shift,codec_rawconf,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9076923076923076,0.009076923076923,0.0769230769230769,0.9410896861932704,0.6918033084849231,61.48893568118155,0.0001727384615384,0.8495384615384616,12,0.0
har,shift,codec_two_tier,1,0,0.05,0.1,0.1,0.0,-1.0,13,0.9093846153846152,0.0261538461538461,0.0769230769230769,0.4940216084251346,0.3417959136,33.378265761280005,9.880000000000002e-05,0.434,12,0.0
har,shift,device_only,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.8615384615384616,0.13,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.913076923076923,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.8926153846153847,0.0678461538461538,0.7692307692307693,0.1449595924678923,0.1002743379692307,9.80156390754462,2.8984615384615382e-05,0.1449230769230769,0,0.0
har,shift,entropy,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.8980000000000001,0.0681538461538461,0.8461538461538461,0.13758937880047,0.1517784625624615,6.401257230966156,5.96923076923077e-06,0.0298461538461538,0,0.0
har,shift,learned_router,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.8958461538461537,0.065076923076923,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.8953846153846153,0.069076923076923,0.8461538461538461,0.1221650955768889,0.1209528531396923,6.392867081255388,1.0553846153846152e-05,0.0527692307692307,0,0.0
har,shift,offline_crc,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.9016923076923076,0.0581538461538461,0.7692307692307693,0.1777831554901257,0.1960239887556923,8.273328907421542,7.753846153846153e-06,0.0387692307692307,0,0.0
har,shift,online_naive,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.9139999999999998,0.0147692307692307,0.0769230769230769,0.6789558153482435,0.5873234195003076,39.84064832216617,9.104615384615384e-05,0.3964615384615385,12,0.0
har,shift,online_ipw,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.9110769230769228,0.006,0.0,0.7361854366582212,0.6286200770363077,43.61901108972309,0.0001018461538461,0.4535384615384614,12,0.0
har,shift,codec,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.9106153846153846,0.0141538461538461,0.0769230769230769,0.6833010807259671,0.6016690794239999,39.55269901056,8.760000000000002e-05,0.3763076923076923,12,0.0
har,shift,codec_no_explore,1,1,0.05,0.1,0.0,0.0,-1.0,13,0.9156923076923076,0.0123076923076923,0.0,0.5610956670224716,0.3882055244307692,37.9086500751754,0.0001122153846153,0.561076923076923,1,0.0
har,shift,codec_no_aci,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.9126153846153848,0.0121538461538461,0.0769230769230769,0.6958767760280158,0.6190009747495384,39.95954464256,8.683076923076926e-05,0.3743076923076923,12,0.0
har,shift,codec_bonferroni,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.9133846153846152,0.0155384615384615,0.0,0.5128731576585533,0.4256286478375385,31.02166551276308,7.563076923076926e-05,0.3127692307692307,11,0.0
har,shift,codec_rawconf,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.908153846153846,0.007076923076923,0.0769230769230769,0.9713427254506766,0.691848050244923,64.60339395958155,0.0001867384615384,0.9253846153846156,12,0.0
har,shift,codec_two_tier,1,1,0.05,0.1,0.1,0.0,-1.0,13,0.9095384615384614,0.0243076923076923,0.0,0.5200204981107995,0.3597849599999999,35.134309222400006,0.000104,0.4596923076923077,12,0.0
har,shift,device_only,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.8615384615384616,0.13,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.913076923076923,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.8926153846153847,0.0678461538461538,0.7692307692307693,0.1449595924678923,0.1002743379692307,9.80156390754462,2.8984615384615382e-05,0.1449230769230769,0,0.0
har,shift,entropy,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.8980000000000001,0.0681538461538461,0.8461538461538461,0.13758937880047,0.1517784625624615,6.401257230966156,5.96923076923077e-06,0.0298461538461538,0,0.0
har,shift,learned_router,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.8958461538461537,0.065076923076923,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.8953846153846153,0.069076923076923,0.8461538461538461,0.1221650955768889,0.1209528531396923,6.392867081255388,1.0553846153846152e-05,0.0527692307692307,0,0.0
har,shift,offline_crc,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.9016923076923076,0.0581538461538461,0.7692307692307693,0.1777831554901257,0.1960239887556923,8.273328907421542,7.753846153846153e-06,0.0387692307692307,0,0.0
har,shift,online_naive,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9139999999999998,0.015076923076923,0.0769230769230769,0.6764265713571314,0.5893377933193846,39.47678634023385,8.910769230769232e-05,0.3860000000000001,12,0.0
har,shift,online_ipw,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9104615384615384,0.0075384615384615,0.0,0.7331764312603415,0.6281907607827691,43.33102925390769,0.0001006153846153,0.4483076923076922,12,0.0
har,shift,codec,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9152307692307692,0.012,0.0,0.6764670911243754,0.5661826463409231,40.668300624147705,9.793846153846157e-05,0.4335384615384616,12,0.0
har,shift,codec_no_explore,1,2,0.05,0.1,0.0,0.0,-1.0,13,0.9156923076923076,0.0123076923076923,0.0,0.5610956670224716,0.3882055244307692,37.9086500751754,0.0001122153846153,0.561076923076923,1,0.0
har,shift,codec_no_aci,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9112307692307692,0.0129230769230769,0.0769230769230769,0.6976980304879221,0.6313247875052307,39.51524010594461,8.298461538461542e-05,0.349076923076923,12,0.0
har,shift,codec_bonferroni,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9133846153846152,0.0116923076923076,0.0,0.5653259022564847,0.4696798709464615,34.16665366390154,8.31692307692308e-05,0.3501538461538461,11,0.0
har,shift,codec_rawconf,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9076923076923076,0.009076923076923,0.0769230769230769,0.9424859803128428,0.6918053734892309,61.6326799094154,0.0001733846153846,0.8495384615384616,12,0.0
har,shift,codec_two_tier,1,2,0.05,0.1,0.1,0.0,-1.0,13,0.9133846153846156,0.0175384615384615,0.0769230769230769,0.5632494211976153,0.3896957412923077,38.05412113112615,0.0001126461538461,0.5129230769230769,12,0.0
har,shift,device_only,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.8615384615384616,0.13,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.913076923076923,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.8926153846153847,0.0678461538461538,0.7692307692307693,0.1449595924678923,0.1002743379692307,9.80156390754462,2.8984615384615382e-05,0.1449230769230769,0,0.0
har,shift,entropy,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.8980000000000001,0.0681538461538461,0.8461538461538461,0.13758937880047,0.1517784625624615,6.401257230966156,5.96923076923077e-06,0.0298461538461538,0,0.0
har,shift,learned_router,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.8958461538461537,0.065076923076923,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.8953846153846153,0.069076923076923,0.8461538461538461,0.1221650955768889,0.1209528531396923,6.392867081255388,1.0553846153846152e-05,0.0527692307692307,0,0.0
har,shift,offline_crc,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.9016923076923076,0.0581538461538461,0.7692307692307693,0.1777831554901257,0.1960239887556923,8.273328907421542,7.753846153846153e-06,0.0387692307692307,0,0.0
har,shift,online_naive,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9139999999999998,0.015076923076923,0.0769230769230769,0.6739612253927356,0.5879533321846153,39.29379133124924,8.849230769230773e-05,0.3860000000000001,12,0.0
har,shift,online_ipw,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9104615384615384,0.0075384615384615,0.0,0.7454339568807294,0.6587992537403076,43.02430440448001,9.464615384615386e-05,0.4138461538461537,12,0.0
har,shift,codec,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9103076923076922,0.015076923076923,0.0769230769230769,0.6861718970254055,0.6007173762166155,39.897259551113855,8.929230769230771e-05,0.3789230769230768,12,0.0
har,shift,codec_no_explore,1,3,0.05,0.1,0.0,0.0,-1.0,13,0.9156923076923076,0.0123076923076923,0.0,0.5610956670224716,0.3882055244307692,37.9086500751754,0.0001122153846153,0.561076923076923,1,0.0
har,shift,codec_no_aci,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9119999999999998,0.0109230769230769,0.0769230769230769,0.7014671124780206,0.6312241451224614,39.90870214793846,8.476923076923078e-05,0.3581538461538462,12,0.0
har,shift,codec_bonferroni,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9129230769230768,0.019076923076923,0.0769230769230769,0.5322634500256762,0.442120889028923,32.17362538023385,7.833846153846154e-05,0.3246153846153846,12,0.0
har,shift,codec_rawconf,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9070769230769232,0.0163076923076923,0.1538461538461538,0.8843070586639844,0.691719331643077,55.64333706633848,0.0001464615384615,0.7023076923076924,12,0.0
har,shift,codec_two_tier,1,3,0.05,0.1,0.1,0.0,-1.0,13,0.9144615384615384,0.015076923076923,0.0,0.5724797962339462,0.3960823849846153,38.67756851377231,0.0001144923076923,0.5253846153846154,12,0.0
har,shift,device_only,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.8615384615384616,0.13,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.913076923076923,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.8926153846153847,0.0678461538461538,0.7692307692307693,0.1449595924678923,0.1002743379692307,9.80156390754462,2.8984615384615382e-05,0.1449230769230769,0,0.0
har,shift,entropy,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.8980000000000001,0.0681538461538461,0.8461538461538461,0.13758937880047,0.1517784625624615,6.401257230966156,5.96923076923077e-06,0.0298461538461538,0,0.0
har,shift,learned_router,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.8958461538461537,0.065076923076923,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.8953846153846153,0.069076923076923,0.8461538461538461,0.1221650955768889,0.1209528531396923,6.392867081255388,1.0553846153846152e-05,0.0527692307692307,0,0.0
har,shift,offline_crc,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.9016923076923076,0.0581538461538461,0.7692307692307693,0.1777831554901257,0.1960239887556923,8.273328907421542,7.753846153846153e-06,0.0387692307692307,0,0.0
har,shift,online_naive,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9139999999999998,0.0147692307692307,0.0769230769230769,0.6760915282068269,0.5859383683643077,39.61658353368615,9.024615384615384e-05,0.3964615384615385,12,0.0
har,shift,online_ipw,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9104615384615384,0.0081538461538461,0.0,0.7314568074873937,0.6292503830547691,43.09953395180308,9.941538461538464e-05,0.4396923076923076,12,0.0
har,shift,codec,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9096923076923076,0.0184615384615384,0.1538461538461538,0.6896253771361038,0.6227093085341538,39.125353713821546,8.252307692307694e-05,0.3512307692307692,12,0.0
har,shift,codec_no_explore,1,4,0.05,0.1,0.0,0.0,-1.0,13,0.9156923076923076,0.0123076923076923,0.0,0.5610956670224716,0.3882055244307692,37.9086500751754,0.0001122153846153,0.561076923076923,1,0.0
har,shift,codec_no_aci,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9106153846153846,0.0107692307692307,0.0,0.7123297131651433,0.6472789083766154,40.204548229907694,8.36923076923077e-05,0.3587692307692307,11,0.0
har,shift,codec_bonferroni,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9127692307692308,0.0132307692307692,0.0,0.5436801762928722,0.4491480654276923,32.98947180288001,8.095384615384615e-05,0.3429230769230769,11,0.0
har,shift,codec_rawconf,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9067692307692308,0.0124615384615384,0.0769230769230769,0.9132302939979884,0.6917621067323078,58.62089607975386,0.0001598461538461,0.7752307692307693,12,0.0
har,shift,codec_two_tier,1,4,0.05,0.1,0.1,0.0,-1.0,13,0.9116923076923076,0.0235384615384615,0.0769230769230769,0.5038673417972207,0.3486083335384615,34.04327630276924,0.0001007692307692,0.448923076923077,12,0.0
har,shift,device_only,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.850153846153846,0.1332307692307692,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.9043076923076924,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.9083076923076924,0.0636923076923077,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,entropy,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.9015384615384614,0.0661538461538461,0.7692307692307693,0.1431288999069954,0.1573099154215384,6.688314655704617,6.43076923076923e-06,0.0321538461538461,0,0.0
har,shift,learned_router,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.9083076923076924,0.0636923076923077,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.8999999999999999,0.0749230769230769,0.9230769230769232,0.1845246113650408,0.224606209536,7.502225486769232,0.0,0.0,0,0.0
har,shift,offline_crc,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.9019999999999998,0.0592307692307692,0.6153846153846154,0.1998173564841693,0.2246288262498461,9.07656703409231,7.076923076923077e-06,0.0353846153846153,0,0.0
har,shift,online_naive,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.905846153846154,0.0101538461538461,0.0,0.7038399734501268,0.6148703063926153,40.99174612617847,9.209230769230772e-05,0.404923076923077,12,0.0
har,shift,online_ipw,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.907692307692308,0.0061538461538461,0.0,0.7256227142634208,0.607998445824,43.58823722811077,0.0001048,0.4744615384615385,12,0.0
har,shift,codec,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.9067692307692308,0.0113846153846153,0.0,0.6989445925824778,0.5875654143507693,41.887539023360006,0.0001002153846153,0.444,12,0.0
har,shift,codec_no_explore,2,0,0.05,0.1,0.0,0.0,-1.0,13,0.9076923076923078,0.0049230769230769,0.0,0.6245749281629588,0.5270182133760001,37.33048240128001,8.88e-05,0.444,1,0.0
har,shift,codec_no_aci,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.9075384615384614,0.0087692307692307,0.0,0.7064696251450509,0.6082887696147692,41.60014543872,9.581538461538464e-05,0.4246153846153847,12,0.0
har,shift,codec_bonferroni,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.9072307692307692,0.0133846153846153,0.0,0.5837057346306254,0.5016782333833847,34.41939680216616,7.950769230769232e-05,0.3278461538461538,11,0.0
har,shift,codec_rawconf,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.9098461538461536,0.0175384615384615,0.1538461538461538,0.8547854115644495,0.6916756715519999,52.60417338368002,0.0001328,0.627076923076923,12,0.0
har,shift,codec_two_tier,2,0,0.05,0.1,0.1,0.0,-1.0,13,0.8998461538461539,0.0224615384615384,0.0,0.5020212667899545,0.3473310047999999,33.91858682624001,0.0001004,0.4412307692307692,12,0.0
har,shift,device_only,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.850153846153846,0.1332307692307692,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.9043076923076924,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.9083076923076924,0.0636923076923077,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,entropy,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.9015384615384614,0.0661538461538461,0.7692307692307693,0.1431288999069954,0.1573099154215384,6.688314655704617,6.43076923076923e-06,0.0321538461538461,0,0.0
har,shift,learned_router,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.9083076923076924,0.0636923076923077,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.8999999999999999,0.0749230769230769,0.9230769230769232,0.1845246113650408,0.224606209536,7.502225486769232,0.0,0.0,0,0.0
har,shift,offline_crc,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.9019999999999998,0.0592307692307692,0.6153846153846154,0.1998173564841693,0.2246288262498461,9.07656703409231,7.076923076923077e-06,0.0353846153846153,0,0.0
har,shift,online_naive,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.905846153846154,0.0101538461538461,0.0,0.7052493015185493,0.6156159064910768,41.09870647040001,9.246153846153848e-05,0.404923076923077,12,0.0
har,shift,online_ipw,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.9073846153846156,0.004,0.0,0.7265679801449599,0.5941916928886154,44.39359798921846,0.0001104923076923,0.5052307692307693,12,0.0
har,shift,codec,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.9095384615384616,0.0129230769230769,0.0,0.6979289238833944,0.6016907128024614,41.05859092539078,9.43692307692308e-05,0.4167692307692308,12,0.0
har,shift,codec_no_explore,2,1,0.05,0.1,0.0,0.0,-1.0,13,0.9076923076923078,0.0049230769230769,0.0,0.6245749281629588,0.5270182133760001,37.33048240128001,8.88e-05,0.444,1,0.0
har,shift,codec_no_aci,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.9067692307692308,0.0083076923076923,0.0,0.7129257520659616,0.5951274660627692,42.94015340228923,0.0001038153846153,0.4653846153846154,12,0.0
har,shift,codec_bonferroni,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.9087692307692308,0.013076923076923,0.0,0.5931864199661393,0.5093398458092308,35.00325454336,8.09846153846154e-05,0.344,11,0.0
har,shift,codec_rawconf,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.9073846153846152,0.0144615384615384,0.1538461538461538,0.8842405684678144,0.6917192333095384,55.63649210308923,0.0001464307692307,0.7027692307692307,12,0.0
har,shift,codec_two_tier,2,1,0.05,0.1,0.1,0.0,-1.0,13,0.8999999999999999,0.0187692307692307,0.0,0.5514037732343243,0.3814995485538462,37.254030323396925,0.0001102769230769,0.5015384615384616,12,0.0
har,shift,device_only,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.850153846153846,0.1332307692307692,1.0,4.270439749907766e-05,4.031999999999999e-06,0.01344,0.0,0.0,0,0.0
har,shift,cloud_only,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.9043076923076924,0.0,0.0,1.0,0.6918904319999999,67.55357312000001,0.0002,1.0,0,0.0
har,shift,fixed_conf,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.9083076923076924,0.0636923076923077,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,entropy,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.9015384615384614,0.0661538461538461,0.7692307692307693,0.1431288999069954,0.1573099154215384,6.688314655704617,6.43076923076923e-06,0.0321538461538461,0,0.0
har,shift,learned_router,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.9083076923076924,0.0636923076923077,0.7692307692307693,0.5678137248941947,0.691251264,23.061312000000004,0.0,0.0,0,0.0
har,shift,cost_static,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.8999999999999999,0.0749230769230769,0.9230769230769232,0.1845246113650408,0.224606209536,7.502225486769232,0.0,0.0,0,0.0
har,shift,offline_crc,2,2,0.05,0.1,0.0,0.0,-1.0,13,0.9019999999999998,0.0592307692307692,0.6153846153846154,0.1998173564841693,0.2246288262498461,9.07656703409231,7.076923076923077e-06,0.0353846153846153,0,0.0
har,shift,online_naive,2,2,0.05,0.1,0.1,0.0,-1.0,13,0.905846153846154,0.0101538461538461,0.0,0.7072987597357001,0.6165748863803078,41.260673210289234,9.304615384615388e-05,0.404923076923077,12,0.0
har,shift,online_ipw,2,2,0.05,0.1,0.1,0.0,-1.0,13,0.9092307692307692,0.0098461538461538,0.0,0.7236944254729069,0.6242467254941537,42.55640712940309,9.772307692307692e-05,0.4269230769230769,12,0.0
har,shift,codec,2,2,0.05,0.1,0.1,0.0,-1.0,13,0.9087692307692308,0.0136923076923076,0.0,0.6960007081944608,0.6016878611298461,40.86008699116308,9.34769230769231e-05,0.4069230769230769,12,0.0
